aircraft_type,altitude_bin,number_struck,number_struck_actual,flight_date,engines,origin_state,flight_phase,wildlife_size,conditions_sky,wildlife_species,pilot_warned,altitude,is_high_altitude,flight_year,flight_month,airport_name_clean,latitude,longitude,elevation_ft,nearest_turbine_km,state_abbr,Station_ID,avg_temp_c,avg_humidity_pct,avg_wind_speed_kmh,avg_visibility_km,total_precip_mm,avg_pressure_hpa,is_migration_season,risk_level,risk_target
Airplane,"(1000, 2000]",Over 100,859,2000-11-23,2.0,New York,Climb,Medium,No Cloud,Unknown bird - medium,False,1500,True,2000,11,LAGUARDIA NY,40.777199,-73.872597,21.0,268.82670826154464,NY,KJFK_New_York,17.3,62.0,16.65,12.75,0.0,1015.35,1,High,2
Airplane,"(1000, 2000]",2 to 10,9,2000-01-20,2.0,Illinois,Approach,Large,No Cloud,Canada goose,False,1700,False,2000,1,CHICAGO O'HARE INTL ARPT,41.9786,-87.9048,680.0,4.16460023622371,IL,KORD_Chicago,14.9,70.5,20.3,15.15,0.0,1015.4,1,High,2
Airplane,"(3000, 5000]",2 to 10,7,2000-02-25,2.0,Illinois,Climb,Medium,Overcast,Unknown bird - medium,False,5000,True,2000,2,CHICAGO O'HARE INTL ARPT,41.9786,-87.9048,680.0,4.16460023622371,IL,KORD_Chicago,20.166666666666668,70.66666666666667,7.399999999999999,12.4,0.0,1007.8666666666668,1,High,2
Airplane,"(10, 30]",2 to 10,3,2000-03-06,2.0,Colorado,Approach,Small,No Cloud,Unknown bird - small,False,20,False,2000,3,ASPEN-PITKIN CO/SARD,39.223202,-106.869003,7820.0,159.8702462092854,CO,KDEN_Denver,14.55,52.0,11.5,11.25,0.0,1022.95,1,High,2
Airplane,"(0, 10]",2 to 10,5,2000-03-11,2.0,Colorado,Approach,Small,No Cloud,Western meadowlark,False,10,False,2000,3,PUEBLO MEMORIAL ARPT,38.289101,-104.497002,4726.0,17.704292706523976,CO,KDEN_Denver,16.45,89.0,15.75,12.55,0.0,1013.35,1,High,2
Airplane,"(0, 10]",2 to 10,5,2000-03-13,2.0,New York,Climb,Medium,No Cloud,Ring-billed gull,True,10,False,2000,3,WESTCHESTER COUNTY ARPT,41.06700134277344,-73.70760345458984,439.0,243.3503200617849,NY,KJFK_New_York,9.35,62.5,11.6,10.25,0.0,1006.05,1,High,2
Airplane,"(1000, 2000]",2 to 10,10,2000-03-15,3.0,New York,Approach,Medium,No Cloud,Unknown bird - medium,False,1300,False,2000,3,LAGUARDIA NY,40.777199,-73.872597,21.0,268.82670826154464,NY,KJFK_New_York,13.7,80.5,4.8,15.3,0.0,1007.6,1,Medium,1
Airplane,"(1000, 2000]",2 to 10,2,2000-05-03,2.0,Illinois,Approach,Small,No Cloud,Unknown bird - small,False,1800,False,2000,5,GREATER PEORIA REGIONAL ARPT,38.812906,-106.120062,7946.0,1287.5633843304047,IL,KORD_Chicago,23.15,81.0,2.4,14.65,0.0,1006.35,1,Low,0
Airplane,"(30, 50]",2 to 10,4,2000-05-13,2.0,New York,Climb,Medium,Some Cloud,Herring gull,False,50,False,2000,5,STEWART INTL AIRPORT,41.85419845581055,-89.08760070800781,770.0,772.6270946133457,NY,KJFK_New_York,6.6,75.0,9.15,15.55,0.0,1013.05,1,High,2
Airplane,"(400, 600]",2 to 10,9,2000-06-12,2.0,Colorado,Approach,Small,No Cloud,Unknown bird - small,False,500,False,2000,6,DENVER INTL AIRPORT,39.52920150756836,-104.65799713134766,6295.0,27.573111187238812,CO,KDEN_Denver,16.1,69.0,12.1,15.05,0.0,1006.6,1,High,2
Airplane,"(-1, 0]",2 to 10,5,2000-06-29,2.0,Illinois,Take-off run,Small,No Cloud,Unknown bird - small,True,0,False,2000,6,CHICAGO O'HARE INTL ARPT,41.9786,-87.9048,680.0,4.16460023622371,IL,KORD_Chicago,17.6,38.5,8.0,14.15,0.0,1008.4,1,High,2
Airplane,"(-1, 0]",2 to 10,6,2000-08-06,2.0,New York,Take-off run,Small,Overcast,Upland sandpiper,False,0,False,2000,8,GREATER ROCHESTER INTL,43.1189,-77.672401,559.0,27.86996070509405,NY,KJFK_New_York,16.45,77.0,7.1,15.7,8.6,1014.8,1,High,2
Airplane,"(100, 200]",2 to 10,5,2000-08-12,1.0,Illinois,Climb,Small,No Cloud,Unknown bird - small,False,150,False,2000,8,DUPAGE AIRPORT,41.90779877,-88.24859619,759.0,32.15621751349237,IL,KORD_Chicago,17.3,43.5,10.35,13.0,0.0,1009.45,1,High,2
Airplane,"(50, 100]",2 to 10,6,2000-08-12,1.0,Illinois,Approach,Small,Some Cloud,Unknown bird - small,False,100,False,2000,8,DUPAGE AIRPORT,41.90779877,-88.24859619,759.0,32.15621751349237,IL,KORD_Chicago,17.3,43.5,10.35,13.0,0.0,1009.45,1,High,2
Airplane,"(-1, 0]",2 to 10,2,2000-08-23,2.0,Illinois,Take-off run,Small,Some Cloud,Mourning dove,False,0,False,2000,8,BLOOMINGTON/NORMAL,40.4771,-88.915901,871.0,9.96741417120628,IL,KORD_Chicago,14.35,45.5,19.75,14.4,0.0,1017.95,1,High,2
Airplane,"(-1, 0]",2 to 10,8,2000-08-23,2.0,Illinois,Take-off run,Small,Some Cloud,Mourning dove,True,0,False,2000,8,BLOOMINGTON/NORMAL,40.4771,-88.915901,871.0,9.96741417120628,IL,KORD_Chicago,14.35,45.5,19.75,14.4,0.0,1017.95,1,High,2
Airplane,"(-1, 0]",2 to 10,10,2000-09-04,3.0,New York,Landing Roll,Small,Overcast,European starling,False,0,False,2000,9,GREATER ROCHESTER INTL,43.1189,-77.672401,559.0,27.86996070509405,NY,KJFK_New_York,9.1,75.66666666666667,8.933333333333334,13.733333333333334,0.0,1012.7333333333332,1,High,2
Airplane,"(-1, 0]",2 to 10,4,2000-09-04,4.0,Illinois,Take-off run,Small,Overcast,Unknown bird - small,False,0,False,2000,9,QUAD CITY ARPT,39.6431007385,-89.14450073239999,630.0,33.991848342153304,IL,KORD_Chicago,20.433333333333334,71.0,8.9,10.7,0.0,1010.9333333333334,1,High,2
Airplane,"(-1, 0]",2 to 10,3,2000-09-10,2.0,Illinois,Landing Roll,Medium,Some Cloud,Unknown bird - medium,True,0,False,2000,9,QUAD CITY ARPT,39.6431007385,-89.14450073239999,630.0,33.991848342153304,IL,KORD_Chicago,11.766666666666666,56.0,12.633333333333333,11.333333333333334,0.0,1009.0333333333332,1,High,2
Airplane,"(-1, 0]",2 to 10,3,2000-09-20,2.0,Colorado,Landing Roll,Small,Some Cloud,Horned lark,False,0,True,2000,9,COLORADO SPRINGS MUNICIPAL,38.805801,-104.700996,6187.0,38.3672452711314,CO,KDEN_Denver,13.0,72.5,8.45,11.15,0.0,1017.4,1,High,2
Airplane,"(-1, 0]",2 to 10,5,2000-10-15,2.0,New York,Take-off run,Medium,No Cloud,Herring gull,False,0,True,2000,10,ALBANY INTL,42.748299,-73.801697,285.0,94.50065050780267,NY,KJFK_New_York,9.0,76.5,13.35,14.8,0.0,1020.1,1,High,2
Airplane,"(-1, 0]",2 to 10,4,2000-10-25,2.0,New York,Take-off run,Medium,No Cloud,Herring gull,False,0,False,2000,10,JOHN F KENNEDY INTL,40.639447,-73.779317,13.0,285.81600722845906,NY,KJFK_New_York,16.3,75.0,29.15,12.0,3.7,1010.8,1,High,2
Airplane,"(-1, 0]",2 to 10,2,2000-10-31,2.0,New York,Take-off run,Small,No Cloud,Unknown bird - small,False,0,False,2000,10,BUFFALO-NIAGARA INTL,42.940498,-78.732201,728.0,16.688896633415297,NY,KJFK_New_York,9.0,65.0,12.7,14.6,3.0,1015.55,1,High,2
Airplane,"(-1, 0]",2 to 10,9,2000-11-08,3.0,Illinois,Take-off run,Small,No Cloud,Unknown bird - small,False,0,False,2000,11,WAUKEGAN REGIONAL ARPT,42.422199249268,-87.867897033691,727.0,47.79741233555611,IL,KORD_Chicago,22.5,81.0,5.0,11.2,0.0,1019.1,1,High,2
Airplane,"(10, 30]",2 to 10,6,2000-11-11,2.0,Colorado,Approach,Small,Overcast,Unknown bird - small,False,20,True,2000,11,DENVER INTL AIRPORT,39.52920150756836,-104.65799713134766,6295.0,27.573111187238812,CO,KDEN_Denver,19.95,31.5,5.85,16.1,0.0,1015.15,1,High,2
Airplane,"(200, 400]",2 to 10,4,2000-11-16,3.0,New York,Climb,Small,No Cloud,Unknown bird - small,False,400,False,2000,11,LAGUARDIA NY,40.777199,-73.872597,21.0,268.82670826154464,NY,KJFK_New_York,8.5,76.0,13.5,9.55,0.0,1020.45,1,High,2
Airplane,"(-1, 0]",2 to 10,8,2000-12-01,2.0,New York,Take-off run,Small,No Cloud,Snow bunting,False,0,True,2000,12,JOHN F KENNEDY INTL,40.639447,-73.779317,13.0,285.81600722845906,NY,KJFK_New_York,4.433333333333334,83.0,17.3,15.433333333333332,1.6,1012.7333333333332,1,High,2
Airplane,"(200, 400]",2 to 10,10,2001-02-27,2.0,Colorado,Approach,Large,Some Cloud,Canada goose,False,300,True,2001,2,DENVER INTL AIRPORT,39.52920150756836,-104.65799713134766,6295.0,27.573111187238812,CO,KDEN_Denver,11.9,59.0,11.333333333333334,12.833333333333334,0.0,1015.1333333333332,1,High,2
Airplane,"(-1, 0]",2 to 10,2,2001-03-10,2.0,New York,Take-off run,Small,No Cloud,Snow bunting,False,0,True,2001,3,ALBANY INTL,42.748299,-73.801697,285.0,94.50065050780267,NY,KJFK_New_York,10.333333333333334,77.33333333333333,7.2,13.933333333333335,0.4,1013.3666666666668,1,High,2
Airplane,"(-1, 0]",2 to 10,7,2001-03-11,2.0,New York,Landing Roll,Small,Some Cloud,Unknown bird - small,False,0,False,2001,3,ALBANY INTL,42.748299,-73.801697,285.0,94.50065050780267,NY,KJFK_New_York,12.55,48.0,1.65,15.45,0.0,1019.55,1,High,2
Airplane,"(1000, 2000]",2 to 10,2,2001-03-12,2.0,New York,Climb,Medium,Overcast,Unknown bird - medium,False,1200,True,2001,3,LAGUARDIA NY,40.777199,-73.872597,21.0,268.82670826154464,NY,KJFK_New_York,12.95,69.5,4.6,12.7,0.0,1017.25,1,Medium,1
Airplane,"(-1, 0]",2 to 10,10,2001-04-30,2.0,New York,Landing Roll,Medium,Some Cloud,Ring-billed gull,False,0,False,2001,4,GREATER ROCHESTER INTL,43.1189,-77.672401,559.0,27.86996070509405,NY,KJFK_New_York,14.0,60.0,8.5,10.45,0.0,1019.4,1,High,2
Airplane,"(30, 50]",2 to 10,8,2001-05-28,2.0,Illinois,Climb,Medium,Overcast,Unknown bird - medium,True,50,True,2001,5,CHICAGO MIDWAY INTL ARPT,41.785999,-87.752403,620.0,8.607490552607114,IL,KORD_Chicago,11.95,83.0,8.1,10.8,0.0,1016.15,1,High,2
Airplane,"(0, 10]",2 to 10,3,2001-07-28,2.0,Illinois,Approach,Small,Some Cloud,Unknown bird - small,False,10,False,2001,7,CHICAGO O'HARE INTL ARPT,41.9786,-87.9048,680.0,4.16460023622371,IL,KORD_Chicago,19.1,90.0,13.4,14.65,0.0,1015.6,1,High,2
Airplane,"(-1, 0]",2 to 10,6,2001-07-31,2.0,New York,Take-off run,Small,Some Cloud,Unknown bird - small,True,0,False,2001,7,GREATER ROCHESTER INTL,43.1189,-77.672401,559.0,27.86996070509405,NY,KJFK_New_York,13.933333333333332,73.66666666666667,6.333333333333333,16.1,2.7,1014.2333333333332,1,High,2
Airplane,"(-1, 0]",2 to 10,10,2001-08-18,2.0,Illinois,Landing Roll,Small,Overcast,Unknown bird - small,False,0,False,2001,8,CHICAGO O'HARE INTL ARPT,41.9786,-87.9048,680.0,4.16460023622371,IL,KORD_Chicago,22.3,78.5,10.05,11.05,0.0,1016.75,1,High,2
Airplane,"(30, 50]",2 to 10,3,2001-08-20,2.0,New York,Climb,Medium,No Cloud,Unknown bird - medium,False,50,False,2001,8,STEWART INTL AIRPORT,41.85419845581055,-89.08760070800781,770.0,772.6270946133457,NY,KJFK_New_York,10.9,48.5,4.550000000000001,15.4,0.0,1015.25,1,High,2
Airplane,"(-1, 0]",2 to 10,2,2001-09-08,2.0,Illinois,Take-off run,Small,No Cloud,European starling,True,0,True,2001,9,CHICAGO O'HARE INTL ARPT,41.9786,-87.9048,680.0,4.16460023622371,IL,KORD_Chicago,-0.9333333333333332,54.0,16.333333333333332,14.733333333333334,3.6,1015.6,1,High,2
Airplane,"(200, 400]",2 to 10,2,2001-09-22,2.0,Colorado,Approach,Small,No Cloud,European starling,True,300,True,2001,9,DENVER INTL AIRPORT,39.52920150756836,-104.65799713134766,6295.0,27.573111187238812,CO,KDEN_Denver,11.6,66.0,7.6,14.4,0.0,1012.25,1,High,2
Airplane,"(30, 50]",2 to 10,6,2001-09-27,2.0,New York,Approach,Small,Overcast,Unknown bird - small,True,40,False,2001,9,GREATER ROCHESTER INTL,43.1189,-77.672401,559.0,27.86996070509405,NY,KJFK_New_York,26.3,53.5,8.55,14.15,0.0,1013.9,1,High,2
Airplane,"(-1, 0]",2 to 10,5,2001-09-29,2.0,New York,Take-off run,Large,Overcast,Great black-backed gull,True,0,True,2001,9,JOHN F KENNEDY INTL,40.639447,-73.779317,13.0,285.81600722845906,NY,KJFK_New_York,10.9,68.5,10.3,14.85,0.0,1011.45,1,High,2
Airplane,"(-1, 0]",2 to 10,8,2001-09-29,2.0,New York,Take-off run,Medium,Some Cloud,Herring gull,True,0,False,2001,9,JOHN F KENNEDY INTL,40.639447,-73.779317,13.0,285.81600722845906,NY,KJFK_New_York,10.9,68.5,10.3,14.85,0.0,1011.45,1,High,2
Airplane,"(3000, 5000]",2 to 10,9,2001-10-13,3.0,New York,Approach,Medium,Overcast,Unknown bird - medium,False,3500,False,2001,10,WESTCHESTER COUNTY ARPT,41.06700134277344,-73.70760345458984,439.0,243.3503200617849,NY,KJFK_New_York,15.55,72.0,6.65,16.1,0.4,1014.85,1,High,2
Airplane,"(600, 1000]",2 to 10,6,2001-10-21,2.0,Colorado,Approach,Small,No Cloud,Unknown bird - small,False,1000,True,2001,10,DENVER INTL AIRPORT,39.52920150756836,-104.65799713134766,6295.0,27.573111187238812,CO,KDEN_Denver,16.0,49.5,4.550000000000001,16.1,0.0,1011.35,1,Medium,1
Airplane,"(50, 100]",2 to 10,5,2001-11-04,1.0,Illinois,Approach,Small,No Cloud,Unknown bird - small,True,75,False,2001,11,DUPAGE AIRPORT,41.90779877,-88.24859619,759.0,32.15621751349237,IL,KORD_Chicago,7.199999999999999,39.0,11.25,11.3,0.6,1014.9,1,High,2
Airplane,"(50, 100]",2 to 10,5,2001-11-16,1.0,Illinois,Approach,Large,No Cloud,Canada goose,False,100,False,2001,11,DUPAGE AIRPORT,41.90779877,-88.24859619,759.0,32.15621751349237,IL,KORD_Chicago,10.0,83.5,15.05,12.8,0.0,1014.85,1,High,2
Airplane,"(-1, 0]",2 to 10,2,2001-11-28,2.0,New York,Take-off run,Small,Overcast,Mourning dove,True,0,False,2001,11,GREATER BINGHAMTON ARPT,39.9734,-90.403702,465.0,928.1562052517568,NY,KJFK_New_York,13.75,50.5,12.85,12.05,0.0,1010.6,1,High,2
Airplane,"(200, 400]",2 to 10,2,2001-12-14,2.0,Illinois,Approach,Small,Overcast,Unknown bird - small,False,272,True,2001,12,CHICAGO O'HARE INTL ARPT,41.9786,-87.9048,680.0,4.16460023622371,IL,KORD_Chicago,11.7,38.0,10.8,13.3,2.9,1012.15,1,High,2
Airplane,"(50, 100]",2 to 10,5,2002-01-26,2.0,New York,Approach,Small,No Cloud,Unknown bird - small,False,100,False,2002,1,GREATER BINGHAMTON ARPT,39.9734,-90.403702,465.0,928.1562052517568,NY,KJFK_New_York,16.55,56.5,7.65,13.9,0.0,1011.8,1,High,2
Airplane,"(-1, 0]",2 to 10,2,2002-02-02,2.0,New York,Take-off run,Small,Some Cloud,European starling,False,0,False,2002,2,WESTCHESTER COUNTY ARPT,41.06700134277344,-73.70760345458984,439.0,243.3503200617849,NY,KJFK_New_York,6.9,72.0,6.550000000000001,16.1,0.0,1013.75,1,High,2
Airplane,"(-1, 0]",2 to 10,2,2002-02-09,2.0,New York,Take-off run,Medium,No Cloud,Unknown bird - medium,True,0,False,2002,2,JOHN F KENNEDY INTL,40.639447,-73.779317,13.0,285.81600722845906,NY,KJFK_New_York,10.266666666666667,46.66666666666666,8.9,15.3,5.8,1012.5666666666666,1,High,2
Airplane,"(30, 50]",2 to 10,5,2002-02-11,4.0,New York,Approach,Small,No Cloud,European starling,False,50,False,2002,2,JOHN F KENNEDY INTL,40.639447,-73.779317,13.0,285.81600722845906,NY,KJFK_New_York,15.65,57.0,5.2,15.75,0.0,1014.35,1,Medium,1
Airplane,"(5000, 18000]",2 to 10,3,2002-04-15,2.0,Illinois,Approach,Small,No Cloud,American woodcock,False,6200,False,2002,4,CHICAGO O'HARE INTL ARPT,41.9786,-87.9048,680.0,4.16460023622371,IL,KORD_Chicago,-0.9499999999999996,55.0,13.0,11.95,0.0,1015.3,1,High,2
Airplane,"(5000, 18000]",2 to 10,9,2002-05-12,2.0,Colorado,Climb,Small,No Cloud,Unknown bird - small,False,10000,True,2002,5,DENVER INTL AIRPORT,39.52920150756836,-104.65799713134766,6295.0,27.573111187238812,CO,KDEN_Denver,24.35,77.5,8.7,10.6,0.0,1006.75,1,High,2
Airplane,"(-1, 0]",2 to 10,10,2002-05-12,2.0,New York,Take-off run,Small,Overcast,Rock pigeon,True,0,False,2002,5,JOHN F KENNEDY INTL,40.639447,-73.779317,13.0,285.81600722845906,NY,KJFK_New_York,13.95,35.0,15.65,16.1,0.0,1016.65,1,High,2
Airplane,"(1000, 2000]",2 to 10,9,2002-05-16,2.0,New York,Approach,Small,Some Cloud,Unknown bird - small,False,1800,True,2002,5,LAGUARDIA NY,40.777199,-73.872597,21.0,268.82670826154464,NY,KJFK_New_York,14.8,50.5,5.4,13.95,0.0,1018.55,1,Medium,1
Airplane,"(600, 1000]",2 to 10,6,2002-05-21,2.0,Illinois,Approach,Small,No Cloud,Unknown bird - small,True,1000,False,2002,5,CHICAGO O'HARE INTL ARPT,41.9786,-87.9048,680.0,4.16460023622371,IL,KORD_Chicago,31.25,40.5,18.2,16.1,0.8,1010.75,1,High,2
Airplane,"(400, 600]",2 to 10,8,2002-06-30,2.0,New York,Climb,Small,No Cloud,Unknown bird - small,False,500,True,2002,6,BUFFALO-NIAGARA INTL,42.940498,-78.732201,728.0,16.688896633415297,NY,KJFK_New_York,10.95,70.0,4.25,14.25,0.0,1015.9,1,High,2
Airplane,"(0, 10]",2 to 10,6,2002-07-15,2.0,New York,Climb,Small,Some Cloud,Unknown bird - small,False,10,True,2002,7,LONG ISLAND MAC ARTHUR,40.796324,-73.101703,99.0,292.8807816425768,NY,KJFK_New_York,20.200000000000003,80.5,15.9,15.95,0.0,1006.1,1,High,2
Airplane,"(-1, 0]",2 to 10,3,2002-07-23,2.0,New York,Landing Roll,Small,Overcast,European starling,False,0,False,2002,7,WESTCHESTER COUNTY ARPT,41.06700134277344,-73.70760345458984,439.0,243.3503200617849,NY,KJFK_New_York,3.0,38.0,12.85,15.45,0.0,1016.7,1,High,2
Airplane,"(3000, 5000]",2 to 10,4,2002-08-06,2.0,Illinois,Climb,Large,Some Cloud,Canada goose,False,4600,False,2002,8,CHICAGO O'HARE INTL ARPT,41.9786,-87.9048,680.0,4.16460023622371,IL,KORD_Chicago,20.65,79.0,14.05,14.35,0.0,1011.1,1,High,2
Airplane,"(-1, 0]",2 to 10,4,2002-09-07,2.0,New York,Landing Roll,Small,No Cloud,Killdeer,True,0,True,2002,9,ALBANY INTL,42.748299,-73.801697,285.0,94.50065050780267,NY,KJFK_New_York,5.449999999999999,78.5,15.75,11.65,0.0,1005.85,1,High,2
Airplane,"(2000, 3000]",2 to 10,9,2002-09-11,2.0,New York,Approach,Small,No Cloud,Unknown bird - small,False,3000,False,2002,9,LAGUARDIA NY,40.777199,-73.872597,21.0,268.82670826154464,NY,KJFK_New_York,3.433333333333333,54.333333333333336,9.933333333333332,15.766666666666667,0.0,1014.3333333333334,1,Medium,1
Airplane,"(-1, 0]",2 to 10,3,2002-09-16,2.0,New York,Landing Roll,Small,No Cloud,Rock pigeon,True,0,False,2002,9,BUFFALO-NIAGARA INTL,42.940498,-78.732201,728.0,16.688896633415297,NY,KJFK_New_York,21.200000000000003,51.0,19.8,12.3,0.0,1016.1,1,High,2
Airplane,"(1000, 2000]",2 to 10,4,2002-09-28,2.0,New York,Climb,Medium,Some Cloud,Unknown bird - medium,False,1200,True,2002,9,JOHN F KENNEDY INTL,40.639447,-73.779317,13.0,285.81600722845906,NY,KJFK_New_York,5.0,66.33333333333333,12.3,13.766666666666666,0.0,1019.9666666666666,1,High,2
Airplane,"(-1, 0]",2 to 10,4,2002-10-07,2.0,Illinois,Landing Roll,Small,Some Cloud,Mourning dove,False,0,True,2002,10,ABRAHAM LINCOLN CAPITAL ARPT,39.844101,-89.677902,598.0,24.88369746449472,IL,KORD_Chicago,6.3,69.5,8.85,15.8,0.3,1012.15,1,High,2
Airplane,"(3000, 5000]",2 to 10,6,2002-10-14,2.0,New York,Descent,Large,No Cloud,Canada goose,False,4000,False,2002,10,ALBANY INTL,42.748299,-73.801697,285.0,94.50065050780267,NY,KJFK_New_York,7.8,91.33333333333331,3.233333333333333,14.366666666666667,0.0,1012.9333333333334,1,High,2
Airplane,"(-1, 0]",2 to 10,6,2002-10-15,2.0,New York,Landing Roll,Small,Overcast,Mourning dove,True,0,False,2002,10,WESTCHESTER COUNTY ARPT,41.06700134277344,-73.70760345458984,439.0,243.3503200617849,NY,KJFK_New_York,14.8,70.0,5.7,14.35,0.0,1011.2,1,High,2
Airplane,"(600, 1000]",2 to 10,8,2002-10-21,2.0,New York,Approach,Large,No Cloud,Canada goose,True,750,False,2002,10,ALBANY INTL,42.748299,-73.801697,285.0,94.50065050780267,NY,KJFK_New_York,15.7,75.0,10.15,14.95,0.0,1010.8,1,High,2
Airplane,"(-1, 0]",2 to 10,4,2002-10-29,2.0,New York,Landing Roll,Small,Some Cloud,Dunlin,True,0,False,2002,10,JOHN F KENNEDY INTL,40.639447,-73.779317,13.0,285.81600722845906,NY,KJFK_New_York,4.7,77.0,4.5,13.45,0.0,1015.0,1,High,2
Airplane,"(1000, 2000]",2 to 10,7,2002-10-29,2.0,New York,Climb,Large,No Cloud,Canada goose,True,2000,False,2002,10,JOHN F KENNEDY INTL,40.639447,-73.779317,13.0,285.81600722845906,NY,KJFK_New_York,4.7,77.0,4.5,13.45,0.0,1015.0,1,High,2
Airplane,"(100, 200]",2 to 10,7,2002-10-31,2.0,Colorado,Approach,Large,Overcast,Canada goose,False,200,False,2002,10,DENVER INTL AIRPORT,39.52920150756836,-104.65799713134766,6295.0,27.573111187238812,CO,KDEN_Denver,2.533333333333333,54.66666666666666,11.9,14.800000000000002,0.1,1011.1,1,High,2
Airplane,"(200, 400]",2 to 10,5,2002-11-21,1.0,New York,Approach,Small,Some Cloud,European starling,True,400,False,2002,11,ALBANY INTL,42.748299,-73.801697,285.0,94.50065050780267,NY,KJFK_New_York,11.35,58.5,8.2,14.35,2.1,1021.85,1,High,2
Airplane,"(-1, 0]",2 to 10,4,2002-12-02,2.0,New York,Take-off run,Small,Some Cloud,Unknown bird - small,False,0,False,2002,12,GREATER ROCHESTER INTL,43.1189,-77.672401,559.0,27.86996070509405,NY,KJFK_New_York,4.6,66.5,16.0,16.0,0.0,1018.7,1,High,2
Airplane,"(-1, 0]",2 to 10,10,2002-12-22,2.0,New York,Take-off run,Small,Overcast,Horned lark,True,0,False,2002,12,JOHN F KENNEDY INTL,40.639447,-73.779317,13.0,285.81600722845906,NY,KJFK_New_York,8.45,63.5,4.65,16.1,0.0,1012.55,1,Medium,1
Airplane,"(200, 400]",2 to 10,10,2003-01-04,2.0,New York,Approach,Medium,Overcast,Lesser scaup,True,350,False,2003,1,JOHN F KENNEDY INTL,40.639447,-73.779317,13.0,285.81600722845906,NY,KJFK_New_York,13.4,62.5,8.0,14.85,0.0,1018.7,1,Medium,1
Airplane,"(200, 400]",2 to 10,7,2003-01-13,2.0,New York,Approach,Medium,Overcast,Lesser scaup,True,350,False,2003,1,JOHN F KENNEDY INTL,40.639447,-73.779317,13.0,285.81600722845906,NY,KJFK_New_York,7.3,41.0,2.7,16.1,0.0,1019.35,1,Medium,1
Airplane,"(-1, 0]",2 to 10,4,2003-02-26,2.0,Colorado,Landing Roll,Small,Overcast,Unknown bird - small,False,0,True,2003,2,YAMPA VALLEY,40.481201,-107.218002,6606.0,180.83264488239317,CO,KDEN_Denver,11.5,86.0,4.7,14.0,0.0,1031.5,1,High,2
Airplane,"(400, 600]",2 to 10,3,2003-03-23,2.0,New York,Approach,Large,No Cloud,Unknown bird - large,False,500,False,2003,3,LAGUARDIA NY,40.777199,-73.872597,21.0,268.82670826154464,NY,KJFK_New_York,14.233333333333334,61.66666666666666,8.233333333333333,14.9,0.0,1010.3333333333334,1,High,2
Airplane,"(10, 30]",2 to 10,8,2003-03-28,2.0,New York,Approach,Small,Overcast,Rock pigeon,False,30,True,2003,3,LAGUARDIA NY,40.777199,-73.872597,21.0,268.82670826154464,NY,KJFK_New_York,20.4,75.66666666666667,15.066666666666665,10.533333333333331,0.1,1011.7333333333332,1,High,2
Airplane,"(3000, 5000]",2 to 10,2,2003-04-24,2.0,Illinois,Climb,Small,No Cloud,Unknown bird - small,False,4300,True,2003,4,CHICAGO O'HARE INTL ARPT,41.9786,-87.9048,680.0,4.16460023622371,IL,KORD_Chicago,16.4,36.0,3.95,12.7,0.0,1007.9,1,High,2
Airplane,"(-1, 0]",2 to 10,3,2003-05-05,2.0,New York,Landing Roll,Large,Overcast,Unknown bird - large,False,0,True,2003,5,BUFFALO-NIAGARA INTL,42.940498,-78.732201,728.0,16.688896633415297,NY,KJFK_New_York,10.25,45.0,5.6000000000000005,13.15,1.4,1010.8,1,High,2
Airplane,"(-1, 0]",2 to 10,8,2003-06-15,2.0,New York,Landing Roll,Small,Overcast,House sparrow,True,0,False,2003,6,WESTCHESTER COUNTY ARPT,41.06700134277344,-73.70760345458984,439.0,243.3503200617849,NY,KJFK_New_York,8.9,41.0,8.1,13.95,0.0,1011.55,1,High,2
Airplane,"(-1, 0]",2 to 10,8,2003-06-25,2.0,Illinois,Landing Roll,Small,No Cloud,Unknown bird - small,True,0,False,2003,6,QUAD CITY ARPT,39.6431007385,-89.14450073239999,630.0,33.991848342153304,IL,KORD_Chicago,16.8,90.0,7.300000000000001,14.35,0.0,1008.85,1,High,2
Airplane,"(-1, 0]",2 to 10,2,2003-07-25,2.0,Illinois,Landing Roll,Small,No Cloud,Unknown bird - small,False,0,False,2003,7,UNIV OF ILLINOIS -WILLARD ARPT,40.039819,-88.276249,755.0,25.148499963897123,IL,KORD_Chicago,7.35,81.5,4.55,10.5,0.0,1019.5,1,High,2
Airplane,"(-1, 0]",2 to 10,3,2003-07-28,2.0,Illinois,Landing Roll,Small,Some Cloud,European starling,True,0,False,2003,7,CHICAGO O'HARE INTL ARPT,41.9786,-87.9048,680.0,4.16460023622371,IL,KORD_Chicago,19.85,45.5,18.3,13.05,0.0,1014.65,1,High,2
Airplane,"(-1, 0]",2 to 10,3,2003-07-29,2.0,New York,Landing Roll,Medium,Some Cloud,Unknown bird - medium,False,0,True,2003,7,BUFFALO-NIAGARA INTL,42.940498,-78.732201,728.0,16.688896633415297,NY,KJFK_New_York,6.25,68.5,9.55,15.15,0.0,1013.3,1,High,2
Airplane,"(-1, 0]",2 to 10,4,2003-08-04,2.0,Illinois,Landing Roll,Small,Some Cloud,Unknown bird - small,False,0,False,2003,8,CHICAGO EXECUTIVE ARPT,42.114222,-87.901494,647.0,17.90602076675677,IL,KORD_Chicago,25.5,43.5,5.0,11.0,0.0,1018.85,1,High,2
